,X,Y,Z,RSSI
386,-4163.827936578452,3509.1869783557568,-98.27523045341825,-101.0
387,-4236.70127128174,3655.7305588060717,-124.74481725857385,-102.0
388,-4245.434170563141,3656.2943653313228,-130.73869733515565,-102.0
389,-4254.420122632585,3654.9704355107924,-136.93348154920736,-101.0
390,-4417.166980571192,3681.6207777743994,-155.2076547387241,-96.0
391,-4440.095705715144,3647.3119389222657,-146.01151181983712,-102.0
392,-4429.7924194801835,3606.6547175377927,-140.44183749196412,-102.0
393,-4380.414551001591,3469.0046598571,-108.15240873335657,-104.0
394,-4379.665493072049,3457.453653989801,-107.35920881566473,-104.0
395,-4378.748899457261,3445.7917085753456,-106.96616292560678,-103.0
396,-4376.99998568654,3422.5792548521076,-106.77988917342927,-104.0
397,-4375.8317120703905,3411.1394949867754,-106.7868324550386,-103.0
398,-4375.586486880727,3400.3667476207866,-106.99276638742418,-104.0
399,-4377.019484104584,3390.483474895525,-107.19705841995878,-103.0
400,-4382.739848248309,3369.941227204138,-107.6040484634468,-103.0
401,-4386.019962476002,3359.0594270031925,-107.60755068324943,-104.0
402,-4389.63610627555,3347.7335947870083,-107.61103531624991,-99.0
403,-4396.197186526632,3324.63729733743,-107.61863228705134,-105.0
404,-4265.904023163046,3209.6114132189973,-102.16603459094267,-104.0
405,-4262.971981331117,3200.725508198614,-103.17246830941953,-104.0
406,-4251.918091247816,3159.8512442635815,-106.80026601137008,-101.0
407,-4239.77236040799,3114.753931850419,-106.03057387716647,-104.0
408,-4236.924868571351,3103.3131304796707,-105.83805316317533,-102.0
409,-4230.557870450735,3080.7641277648213,-105.05323018346267,-101.0
410,-4226.534983004215,3069.878044113721,-105.06115457579354,-102.0
